band	Species	sex	Time period	year	Early v Late	weight	wing	tarsus	bill length	bill depth	bill width	PC1 body	PC1 beak	PC2 beak
17374	scandens	female	3	1996	Early	19	72	20.7	13	8.5	8.3	1.916144793	-0.142885086	1.114187033
18803	scandens	female	3	1996	Early	18.8	73	21.4	13.6	9	8.6	2.410481851	0.690811498	1.096390491
18805	scandens	male	3	1996	Early	23.8	80	22	15	10	9.8	5.123422076	2.985502159	0.878645664
18833	scandens	female	3	1996	Early	18.5	67	20.2	14.6	9.1	8	0.648154852	0.484171151	1.897464938
18834	scandens	female	3	1996	Early	19.6	71	19.1	13.5	8.5	8.3	1.04919469	0.001045633	1.388853777
18835	scandens	female	3	1996	Early	16.9	69	18.9	14.2	8.8	8.5	-0.033223337	0.618127312	1.55521529
18837	scandens	male	3	1996	Early	19.8	72	21.3	15.5	10.1	9.2	2.409981565	2.634931094	1.405053367
18838	scandens	female	3	1996	Early	20.9	74	21.7	13.5	8.7	8.4	3.227512718	0.246446681	1.259629071
18858	scandens	male	3	1996	Early	21.1	75	21.7	14.6	9	8.7	3.452491969	1.073627136	1.59705424
18660	scandens	male	3	1997	Early	20.4	75	21.1	14.1	9.5	9.6	2.981664079	2.160401345	0.68297242
18779	scandens	female	3	1997	Early	19.1	66	19.4	12.3	8.8	8	0.194225703	-0.403580425	0.754830363
18593	scandens	unknown	4	1999	Early	18.6	73	19.9	13.2	8.4	8.4	1.590049798	-0.065582021	1.215661473
18811	scandens	female	4	1999	Early	18.2	73	19.8	12.9	9.2	8.6	1.44638665	0.639755338	0.631302083
18813	scandens	female	4	1999	Early	18.8	70	20.6	13	9	9	1.460576436	0.89791144	0.572111437
18501	scandens	female	4	2001	Early	15.68	67	19.8	11.55	8.1	7.95	-0.207206098	-1.193517568	0.649107497
18716	scandens	female	4	2001	Early	21.35	72	21.9	14.35	9	8.35	3.076384952	0.669322073	1.630064958
18851	scandens	male	4	2001	Early	18.8	70.5	18.75	12.35	8.75	8.5	0.594946223	0.047971941	0.559087078
19101	scandens	male	4	2001	Early	16.5	72	20.1	13.6	8.7	8.6	1.031157027	0.465141227	1.21722294
19135	scandens	female	4	2001	Early	16.6	69	20.3	13.1	8.1	7.8	0.620536687	-0.889763642	1.573579014
19143	scandens	male	4	2001	Early	20.3	74.67	21.67	13.87	9.4	9.17	3.193875337	1.610666726	0.806183083
19167	scandens	male	4	2001	Early	20.9	74	21.05	14.55	9.1	8.65	2.891933193	1.086980387	1.553644952
19171	scandens	male	4	2001	Early	19.25	69	20.4	14.1	9.15	8.55	1.281899679	0.900100251	1.334975881
19199	scandens	male	4	2001	Early	20.3	71	20.1	13.3	8.2	8.2	1.726533057	-0.377151126	1.448489268
19303	scandens	female	4	2001	Early	18.8	70	20.5	13.6	8.7	8.1	1.408948817	-0.009629779	1.460571641
19307	scandens	unknown	4	2001	Early	17.4	70	20.4	13.2	9.3	9.2	1.035196849	1.3710624	0.463806206
19316	scandens	male	4	2001	Early	19.13	72.3	20.2	13.03	8.5	8.37	1.741606689	-0.067781302	1.09659822
19331	scandens	male	4	2001	Early	18.7	72	21	13.5	8.8	8.8	2.002001005	0.701486909	1.024672628
19357	scandens	male	4	2001	Early	17.15	70.5	20.25	12.7	8.85	8.2	0.989713959	-0.060915736	0.857085536
19368	scandens	female	4	2001	Early	17.1	68	20.2	12.6	8.9	8.2	0.50499199	-0.052090168	0.782013446
19373	scandens	female	4	2001	Early	19.8	71	20.7	14.6	8.6	8.6	1.921254362	0.677779241	1.806833911
19379	scandens	female	4	2001	Early	17.2	68	19.5	13.9	8.7	8.3	0.166607538	0.266637055	1.528032207
19381	scandens	male	4	2001	Early	21.45	75	21.05	13.4	8.75	8.8	3.197443531	0.635089054	0.98987802
19387	scandens	female	4	2001	Early	17.9	72	20.7	14	9.5	8.8	1.663047091	1.371981592	1.017396992
19389	scandens	female	4	2001	Early	20	74	21.2	14.2	9.1	8.9	2.762294684	1.223614387	1.239703881
19393	scandens	female	4	2001	Early	17.9	70	20.1	13.2	8.4	8	0.995358401	-0.445398825	1.410340434
19606	scandens	male	4	2001	Early	23.7	77	21	14	9.9	9.1	4.047252541	1.95773789	0.71027784
19609	scandens	female	4	2001	Early	16.4	71	20.4	13.2	8.2	8.2	0.984069516	-0.40593727	1.39355592
19619	scandens	male	4	2001	Early	20.1	73	22.4	13.9	10.2	10.1	3.22587351	3.104164028	0.047814641
19653	scandens	male	4	2001	Early	18.7	71.3	21.27	13.37	8.3	8.1	2.016122536	-0.376731603	1.49533487
19678	scandens	female	4	2001	Early	16	66	20.1	13.2	8.3	8.6	-0.157656305	0.049102958	1.158599476
19105	scandens	unknown	4	2002	Early	14	67	20	12.4	7.8	7.5	-0.490500078	-1.601799522	1.455887241
19130	scandens	female	4	2002	Early	19.9	71	20.8	14.1	9.2	8.9	1.995890864	1.270051667	1.144493049
19155	scandens	female	4	2002	Early	17	68	20.9	13.1	8	7.8	0.843376443	-0.964987065	1.613856497
19186	scandens	male	4	2002	Early	18	72	20.6	13.1	8.6	7.8	1.634428354	-0.513646525	1.3721916
19366	scandens	female	4	2002	Early	20.1	72	20.1	13.7	8.6	8.1	1.85947678	-0.056067059	1.555782472
19370	scandens	female	4	2002	Early	17	69	20.2	13	7.8	7.6	0.660944595	-1.334128458	1.736817594
18134	scandens	female	5	2003	Early	19.8	71	20.3	14.2	9.4	8.6	1.714743885	1.164422054	1.264880653
19001	scandens	unknown	5	2003	Early	20.6	75	21.1	13.9	9.3	8.9	3.027681843	1.287702803	0.994348869
19003	scandens	unknown	5	2003	Early	17.3	70	21	13.9	9.5	8.6	1.321953683	1.153287046	1.059803123
19005	scandens	unknown	5	2003	Early	18.2	68	20	14.2	9.3	8.5	0.654834454	0.994244429	1.353827876
19008	scandens	unknown	5	2003	Early	12.2	64	18.5	11.8	8	7.8	-2.215958704	-1.339206934	0.899722962
19017	scandens	unknown	5	2003	Early	17.8	69	20.1	13.8	9	8	0.793388032	0.178658578	1.49827563
19018	scandens	female	5	2003	Early	16	69	19.3	13.8	8.5	8	-0.033792798	-0.197458539	1.699663044
19019	scandens	male	5	2003	Early	19.8	72	21.4	13.7	10.5	9.4	2.461609184	2.607582603	0.157803675
19031	scandens	unknown	5	2003	Early	16.6	66	19.6	12.4	8.6	8.2	-0.277741109	-0.335332726	0.792979197
19053	scandens	female	5	2003	Early	17.9	69	19.1	13.5	8.7	8	0.300120722	-0.133370124	1.454308032
19058	scandens	male	5	2003	Early	19.2	76	20.9	13.4	9	8.6	2.781263744	0.63323921	0.986523793
19068	scandens	unknown	5	2003	Early	16.7	68	18.7	12.8	8.6	8	-0.361457827	-0.410096553	1.110052073
19071	scandens	unknown	5	2003	Early	16.4	68	20.4	13.4	8.8	8.1	0.447185055	0.008021357	1.31042746
19078	scandens	male	5	2003	Early	20	71	21	13.6	9.8	8.8	2.122154984	1.482507288	0.676831148
19079	scandens	unknown	5	2003	Early	16.8	67	19.5	14	8	8	-0.104389477	-0.516003369	2.010917156
19083	scandens	unknown	5	2003	Early	17.7	67	20.8	13	8.6	8.2	0.773849511	-0.162615864	1.12257929
19086	scandens	unknown	5	2003	Early	15.3	66	19	12.1	8.6	8.3	-0.886622291	-0.326736956	0.57950941
19087	scandens	unknown	5	2003	Early	15.9	66	19.6	12.9	8.3	8.3	-0.438803283	-0.322118077	1.13980865
19113	scandens	male	5	2003	Early	17.45	68.5	19.7	12.95	8.75	8	0.416865725	-0.254082203	1.132035872
19116	scandens	unknown	5	2003	Early	17.6	67	20.1	12.3	8.7	8.9	0.389447294	0.375783962	0.357080184
19118	scandens	unknown	5	2003	Early	18.5	71	21.3	13.4	9.3	9.1	1.931904612	1.333680486	0.622342644
19613	scandens	unknown	5	2003	Early	19.2	72	20.5	13	8.3	8.1	1.858907319	-0.483240335	1.292081479
19616	scandens	unknown	5	2003	Early	14.1	70	19.9	12.6	9	8.3	0.017765646	0.118087457	0.693066223
19630	scandens	unknown	5	2003	Early	18.7	73	20.8	14.3	8.8	8.6	2.077707253	0.741867657	1.561478899
19636	scandens	unknown	5	2003	Early	18.9	69	21.9	13.1	8.3	8.7	1.975782881	0.115271016	1.054996387
19650	scandens	unknown	5	2003	Early	16	70	20.1	13	8.8	8.5	0.558189643	0.272693587	0.896015104
19655	scandens	unknown	5	2003	Early	17.6	71	21	13.7	9.2	8.7	1.569941816	0.964998689	1.022099134
19656	scandens	unknown	5	2003	Early	16.9	68	20.2	14.6	8.7	8.2	0.458974226	0.37318586	1.961235389
19667	scandens	unknown	5	2003	Early	18.25	69.5	20.05	13.3	8.95	8.25	0.960594935	0.23450165	1.122073277
19670	scandens	unknown	5	2003	Early	17.8	71	20.8	13.5	8.6	8.1	1.512704341	-0.113639346	1.445915775
19671	scandens	unknown	5	2003	Early	14.9	64	18.8	12.8	8.1	7.6	-1.439836032	-1.166030475	1.506118448
19685	scandens	unknown	5	2003	Early	16	68	19.9	12.7	8.5	8	0.09701143	-0.514106121	1.095396207
19686	scandens	male	5	2003	Early	18.8	70	21	14	9	8.4	1.667086913	0.61604767	1.413463367
19688	scandens	unknown	5	2003	Early	16.8	71	21.2	12.6	9.3	9	1.489125998	1.008437135	0.231545593
19690	scandens	male	5	2003	Early	21.6	75	21.3	13.7	9.6	9.5	3.361025902	2.025525993	0.471631281
19693	scandens	male	5	2003	Early	20.6	74	21.9	14.55	9.3	9	3.261741311	1.569766938	1.302745896
19696	scandens	unknown	5	2003	Early	20.5	73	21.5	14	10.8	9.8	2.853260465	3.299428109	0.007092313
19698	scandens	unknown	5	2003	Early	17.2	68	20.8	14	8.6	8.1	0.837766588	0.030291373	1.720582519
19700	scandens	unknown	5	2003	Early	17.1	70	21	13.8	9.2	8.7	1.275935919	0.993784833	1.077032483
19097	scandens	male	5	2004	Early	19.6	74	21	12.9	9.6	8.9	2.567003917	1.225511636	0.324182931
19705	scandens	male	5	2004	Early	20.6	74	21.1	14.4	8.7	8.6	2.848720356	0.695430377	1.656689731
19706	scandens	female	5	2004	Early	17.7	69	20.1	13.3	8.6	8.4	0.77037915	0.11365097	1.190039856
19707	scandens	male	5	2004	Early	20.7	76	20.9	14	9	8.6	3.126396974	0.805956072	1.316123887
19708	scandens	female	5	2004	Early	20.8	71	21	15	9.9	9	2.30622604	2.150645126	1.308281068
19710	scandens	male	5	2004	Early	16.5	68	20.4	13.3	8.8	7.9	0.470193937	-0.210673189	1.352833591
19713	scandens	male	5	2004	Early	19	72	19.9	14.9	9	8.3	1.503123839	0.780168763	1.956533247
19715	scandens	male	5	2004	Early	17.3	70	19.8	12	9.7	9.3	0.702422251	1.42147657	-0.405173652
19717	scandens	male	5	2004	Early	18.8	70	20.6	13.7	8.9	8	1.460576436	0.074649011	1.483619764
19718	scandens	female	5	2004	Early	18.9	69	20.7	13	9.4	8.9	1.35625145	1.103850932	0.459671246
19719	scandens	male	5	2004	Early	19	70	20.7	13.7	8.7	8.4	1.558221819	0.304018968	1.369495769
19730	scandens	male	5	2004	Early	17.7	70	20.7	12.8	9.6	8.7	1.259106353	1.00681709	0.366589063
19731	scandens	male	5	2004	Early	19.9	74	20.9	14.3	8.8	8.2	2.584402944	0.362050852	1.756157859
19737	scandens	male	5	2004	Early	19.2	73	21.8	14.7	9.4	8.6	2.709027856	1.308352773	1.539547397
19738	scandens	female	5	2004	Early	18.1	72	19.1	14	8.2	7.8	0.883022947	-0.555464925	2.027701671
19739	scandens	female	5	2004	Early	19.5	70	19.5	12.6	9	8.4	1.053734798	0.213041658	0.644396483
19756	scandens	female	5	2004	Early	15.9	66	18.6	11.7	8.9	8.4	-0.955079476	-0.121257059	0.190273826
19757	scandens	female	5	2004	Early	17	67	20.1	12.6	8.8	8.3	0.251394002	-0.03235939	0.773621189
19759	scandens	male	5	2004	Early	21.8	72	23	14.4	10.7	9.6	3.747828733	3.149440858	0.364442671
19763	scandens	male	5	2004	Early	20.9	73	22	14.4	9.7	9.8	3.203434089	2.587115026	0.66987802
19766	scandens	male	5	2004	Early	16.8	72	20.4	12.7	8.85	8.35	1.255066531	0.081515566	0.784080926
19768	scandens	male	5	2004	Early	19.8	73	19.7	13.4	9.3	8.6	1.762901143	0.85890948	0.865691345
19771	scandens	male	5	2004	Early	15.6	69	19.9	12.1	9.4	8.6	0.183937389	0.559913035	0.111280327
19773	scandens	male	5	2004	Early	21.9	76	21.8	14.6	8.5	8.8	3.867152132	0.79246422	1.749771914
19775	scandens	male	5	2004	Early	22.1	73	21.3	14.7	9.9	9.1	3.118147338	2.159240896	1.094811282
19780	scandens	male	5	2004	Early	22.8	76	21.6	14.3	9.6	9	3.970976831	1.723471849	1.044580075
19783	scandens	male	5	2004	Early	19.7	71	21.3	13.3	9.4	9.1	2.208011196	1.380117766	0.527131812
19789	scandens	female	5	2004	Early	18.2	70	20.4	13.3	9.4	8.6	1.219267905	0.90534676	0.770480513
19202	scandens	unknown	5	2006	Late	16.6	68	19.5	13.5	8.6	8.6	0.028554245	0.36113166	1.202567074
19212	scandens	female	5	2006	Late	19	70	20.4	13.6	9.6	8.9	1.403338961	1.427014642	0.708716373
19839	scandens	male	5	2006	Late	17.1	70	20.3	12.1	9	8.7	0.914542584	0.353973543	0.223720518
19853	scandens	unknown	5	2006	Late	18.7	71	21.4	13.9	9.3	8.8	2.029549995	1.192748602	1.043018609
19855	scandens	unknown	5	2006	Late	19.4	70	20.6	13.5	10.2	9.3	1.598629728	2.229385844	0.217439166
19856	scandens	unknown	5	2006	Late	16.5	66	19.8	12.5	8.9	8.8	-0.197494753	0.488848895	0.435061656
19857	scandens	unknown	5	2006	Late	16.6	70	20.9	12.6	8.6	8.4	1.109263889	-0.087852036	0.805506415
19863	scandens	male	5	2006	Late	18.2	69	20.1	12.5	10.3	9.4	0.88542356	2.111702031	-0.420841545
19877	scandens	unknown	5	2006	Late	17.8	73	20.1	12.2	9.3	8.8	1.50923398	0.703384158	0.109151678
19900	scandens	unknown	5	2006	Late	20.2	70	21.2	13.2	9.3	8.9	2.0924665	1.086199797	0.609815427
19901	scandens	unknown	5	2006	Late	20.6	72	20.9	13.4	9	8	2.387542144	0.063514003	1.278542234
19917	scandens	unknown	5	2006	Late	19.6	67	19.8	12.5	8.4	8.4	0.694742077	-0.267085027	0.831128031
19933	scandens	male	5	2006	Late	22.1	76	22	14.9	10.7	10	4.016425134	3.673188382	0.444430455
19939	scandens	unknown	5	2006	Late	19.2	71	21.2	13.7	9.1	8.4	2.041339167	0.604912662	1.208385837
19951	scandens	male	5	2006	Late	19.2	73	21.9	13.7	9.1	9.2	2.760655475	1.364546272	0.819027916
19953	scandens	unknown	5	2006	Late	16.5	71	20	12.9	8.6	8	0.800567921	-0.38131041	1.164985422
19955	scandens	unknown	5	2006	Late	20.3	70	19.7	13.5	8.7	8	1.341061093	-0.133370124	1.454308032
19956	scandens	male	5	2006	Late	18.4	71	19.1	13.3	9.4	8.1	0.773088106	0.430575754	1.013829214
19963	scandens	unknown	5	2006	Late	20.7	69	20.3	13.9	8.8	8.3	1.563900849	0.341860478	1.487754724
19965	scandens	unknown	5	2006	Late	17.2	67	19.3	12.6	8.1	8	-0.115609188	-0.843785958	1.20157279
19966	scandens	unknown	5	2006	Late	19.1	70	21.2	14.2	9	8.9	1.839368798	1.148390964	1.279981364
19971	scandens	male	5	2006	Late	19.15	72.5	20.45	13	9.1	8.5	1.911069811	0.498363857	0.775182655
19975	scandens	unknown	5	2006	Late	18.3	69	19.5	12.3	7.6	7.7	0.598666727	-1.59112411	1.384169378
19979	scandens	unknown	5	2006	Late	17.8	70	20	13.6	8.5	8.3	0.9207219	0.029831777	1.443787126
19985	scandens	unknown	5	2006	Late	17.3	69	19.2	12.9	8.4	7.5	0.213695049	-1.006528263	1.488889088
19233	scandens	female	5	2007	Late	20.9	68	19.5	13.1	8.3	8	1.017936172	-0.549408393	1.395684568
19237	scandens	male	5	2007	Late	19.6	76	21	13.3	9.5	9	2.924926891	1.360386988	0.53552407
19251	scandens	male	5	2007	Late	20.7	77	20.9	13.4	9.5	9.2	3.305358461	1.579081534	0.493117938
19214	scandens	male	6	2008	Late	16.95	72	20	12.95	8.85	8.5	1.083069377	0.295912227	0.848409688
19241	scandens	male	6	2008	Late	21.7	74	21.5	14.3	10.3	9.6	3.308328536	2.819761021	0.470619254
19249	scandens	unknown	6	2008	Late	18.2	72	20.7	14.3	8.7	8	1.732073737	0.096919026	1.893774823
19258	scandens	female	6	2008	Late	17	72	21	13.6	9.3	8.5	1.610850011	0.821527567	1.024227783
19260	scandens	female	6	2008	Late	21.7	71	20.6	13.9	9.2	8.7	2.306795501	1.022570977	1.131965832
19267	scandens	unknown	6	2008	Late	18.7	72	21.7	13.5	9.7	9.2	2.36339434	1.758314525	0.467496321
19276	scandens	unknown	6	2008	Late	18.8	70	20.5	13.7	9.9	9	1.408948817	1.776425257	0.594147533
19277	scandens	male	6	2008	Late	20.45	73.5	19.65	13.55	9	8.25	1.97612581	0.344078722	1.239267907
19285	scandens	male	6	2008	Late	17.65	70	19.05	13.85	8.55	8	0.395746194	-0.145453756	1.706990977
19287	scandens	male	6	2008	Late	17.7	68	20.4	13.2	9	8.2	0.746300521	0.195850118	1.071336056
19293	scandens	unknown	6	2008	Late	12.8	65	18.1	10.1	8.3	8.4	-2.105454402	-1.0331759	-0.446994858
19299	scandens	female	6	2008	Late	17.2	68	20	12.3	9	8.3	0.424745634	0.031729025	0.528266176
19401	scandens	male	6	2009	Late	17.4	70	20.7	13.7	9.4	8.9	1.190079707	1.305353939	0.844204688
19403	scandens	female	6	2009	Late	18.4	66	19.8	13	8	8	0.239674006	-0.803864807	1.461583668
19404	scandens	female	6	2009	Late	17.5	67	20.1	13.7	8.8	8.3	0.366438412	0.284288191	1.377888026
19405	scandens	female	6	2009	Late	18.2	69	20.4	13	9	8.8	1.040306418	0.708003037	0.669450918
19406	scandens	female	6	2009	Late	17.5	67	20.1	12	8	8.2	0.366438412	-0.901817842	0.814910699
19408	scandens	female	6	2009	Late	19.4	74	20	14.4	8.9	8.8	2.00470996	1.035785626	1.478795285
19409	scandens	unknown	6	2009	Late	19.5	70	20.5	13.5	8.7	8.6	1.570010991	0.436355083	1.162289591
19414	scandens	female	6	2009	Late	18.1	67	19.3	13.5	9.3	8.7	0.09147075	0.982649825	0.871954953
19415	scandens	female	6	2009	Late	15.6	67	19	13	7.7	7.6	-0.638634158	-1.409351882	1.777095077
19416	scandens	female	6	2009	Late	18.5	66	19.8	12.9	9.1	8.7	0.262682888	0.659486116	0.622909826
19417	scandens	unknown	6	2009	Late	16.2	67	20	13.8	8.7	8	0.015695327	-0.047011692	1.619108078
19418	scandens	male	6	2009	Late	16.3	71	21.2	12.4	8.6	8	1.374081588	-0.525241128	0.890318677
19419	scandens	female	6	2009	Late	18.3	68	20	13.1	8.3	7.9	0.677843336	-0.644362594	1.444354308
19424	scandens	male	6	2009	Late	19.8	73	20.2	13.9	9.3	8.8	2.02103924	1.192748602	1.043018609
19425	scandens	male	6	2009	Late	14.8	68	17	12	7.9	7.9	-1.676296113	-1.261903869	1.001197402
19426	scandens	female	6	2009	Late	19.6	73	20.6	13.5	9.4	9.7	2.181531953	2.007415261	0.344980069
19433	scandens	female	6	2009	Late	17.1	63	20	13	8	7.8	-0.493070683	-0.993773209	1.558923148
19434	scandens	male	6	2009	Late	19.4	70	20.6	13.2	9.1	9	1.598629728	1.030707151	0.641700652
19438	scandens	male	6	2009	Late	20.9	70	22.1	14.9	10	9.7	2.718177247	2.861761814	0.872382056
19445	scandens	male	6	2009	Late	18.7	69	20.5	13.5	9.9	8.9	1.206978448	1.623898769	0.532950576
19449	scandens	male	6	2009	Late	14.5	68	18.8	10.3	8.2	8.5	-0.816025612	-0.955872835	-0.345520418
19452	scandens	male	6	2009	Late	19.85	72	20.8	12.5	8.95	8.6	2.16334791	0.336552205	0.512262395
19458	scandens	female	6	2009	Late	18.1	70	20	14.4	8.5	8.3	0.989748546	0.260120927	1.883253917
19465	scandens	female	6	2009	Late	17.7	70	19.1	14.2	8.6	8.6	0.433064445	0.562634666	1.587100516
19466	scandens	female	6	2009	Late	18	70	20.8	12.3	8.2	8.2	1.379760618	-0.665012564	0.89915578
19468	scandens	unknown	6	2009	Late	17.4	68	19.6	12.8	9	8.7	0.264252921	0.555476549	0.60825396
19470	scandens	male	6	2009	Late	20.6	72	21	13.7	9.5	8.7	2.439169763	1.19066896	0.901266685
19473	scandens	female	6	2009	Late	18.8	66	20.2	13.5	7.9	7.8	0.538220011	-0.925065914	1.873867375
19476	scandens	male	6	2009	Late	21	71	21.5	13.9	9.6	9.2	2.610381901	1.798235677	0.727507199
19477	scandens	unknown	6	2009	Late	16.5	65	19.9	13	8.8	8.2	-0.32482862	-0.012169017	1.042024324
19483	scandens	unknown	6	2009	Late	20.4	68	20.4	13.5	8.7	8.3	1.367540336	0.15149248	1.308298811
19484	scandens	male	6	2009	Late	22.9	74	22.2	13.7	9.7	9.6	3.945828455	2.195703617	0.382684058
19486	scandens	male	6	2009	Late	24.7	77	20.4	13.4	9.2	9	3.967575645	1.163502862	0.711289867
19488	scandens	male	6	2009	Late	18	67	20.3	13	8.7	8.7	0.584738061	0.387378566	0.838953107
19491	scandens	female	6	2009	Late	20	71	20	13.6	9	8.6	1.605878791	0.690811498	1.096390491
19492	scandens	female	6	2009	Late	20.6	71	20.2	13.8	9.4	8.5	1.847187322	0.954323278	1.093816997
19493	scandens	female	6	2009	Late	19.4	67	18.8	13.5	9.5	8.8	0.13244812	1.228050873	0.742730247
19494	scandens	female	6	2009	Late	18.8	67	20.1	13.5	8.1	7.9	0.665553878	-0.679664866	1.744642669
19495	scandens	male	6	2009	Late	21	77	20.7	13.4	9.5	9	3.271129868	1.389173132	0.590457418
19497	scandens	female	6	2009	Late	21.85	72.5	20.35	14.35	9.3	9.1	2.480682007	1.607148852	1.144209458
19498	scandens	female	6	2009	Late	19	71	21.3	13.8	9.2	9.2	2.046949022	1.468555839	0.833683782
19499	scandens	female	6	2009	Late	18.7	68	20.4	13.9	8.8	8.4	0.976389341	0.436814679	1.439084984
19500	scandens	female	6	2009	Late	19.9	72	20.8	13.5	8.8	8.8	2.174852351	0.701486909	1.024672628
19503	scandens	female	6	2009	Late	20.1	68	20.5	13.5	8.2	8.2	1.350141309	-0.319578839	1.558355966
19507	scandens	unknown	6	2009	Late	19.7	69	19.9	12.6	8.6	8.6	1.127301552	0.102056366	0.708166934
19508	scandens	female	6	2009	Late	16	70	20.2	11.9	8.4	8.3	0.609817262	-0.53475609	0.550197678
19509	scandens	female	6	2009	Late	19.6	70	20.1	12.7	8.4	8.3	1.386509396	-0.304466941	0.989664469
19510	scandens	female	6	2009	Late	20.3	72	20.6	13.2	9.3	9.3	2.16363264	1.466016601	0.415136466
19512	scandens	male	6	2009	Late	20.6	70	21.1	14	10	8.9	2.132874409	1.843052911	0.767339837
19513	scandens	female	6	2009	Late	20	69	20.8	13.8	9.6	9.8	1.660976772	2.33917474	0.38055541
19516	scandens	female	6	2009	Late	23.1	70	20.8	13.1	9.1	8.5	2.553213601	0.527150001	0.830116004
19517	scandens	male	6	2009	Late	19	69	20.7	13	9.2	8.5	1.379260332	0.573587281	0.734905172
19518	scandens	male	6	2009	Late	19.5	77	21.2	14.6	9.2	8.8	3.184134735	1.319028184	1.467829534
19519	scandens	female	6	2009	Late	18.8	69	20.7	13.2	9.2	8.6	1.333242568	0.726113769	0.79610213
19526	scandens	male	6	2009	Late	21.2	71	22.8	14.3	10	9.8	3.327558715	2.783999153	0.494112222
19527	scandens	male	6	2009	Late	20.8	74	20.5	13.8	8.9	8.4	2.584972405	0.483251959	1.343874152
19543	scandens	male	6	2009	Late	18.57	73.7	19.93	12.9	8.9	8.67	1.72390846	0.480553009	0.718065714
19548	scandens	female	6	2009	Late	18.6	70	20.8	14.1	8.6	8.7	1.51781391	0.628802724	1.483497427
19551	scandens	unknown	6	2009	Late	17	69	19.9	13.3	8.3	7.7	0.506061738	-0.776698709	1.651560486
19553	scandens	male	6	2009	Late	17.6	69	20.2	12.65	8.4	8.15	0.798997888	-0.461291314	1.035202405
19554	scandens	male	6	2009	Late	17.9	70	19.2	13.5	8.8	8.2	0.530709828	0.131761702	1.316691069
19555	scandens	unknown	6	2009	Late	18.3	70	19.7	13.4	9	8.5	0.880883452	0.538285009	1.035193534
19562	scandens	male	6	2009	Late	17.1	69	19.3	12.9	9.8	9.6	0.219304904	2.040637891	-0.097060215
19564	scandens	female	6	2009	Late	20.7	73	20.8	14.6	9.8	9.6	2.537884894	2.530002335	0.836806715
19574	scandens	male	6	2009	Late	17.1	70	19.3	12.1	8.1	8.2	0.398266391	-0.797808275	0.829566565
19580	scandens	unknown	6	2009	Late	19.1	71	21.1	13.1	8.9	8.2	1.966702665	0.091840551	1.05668019
19581	scandens	unknown	6	2009	Late	20	69	20.2	13.4	8.8	8.7	1.351211056	0.577746564	1.018409019
19582	scandens	female	6	2009	Late	18.6	73	20.2	13.8	9.6	9.6	1.744932656	2.149266338	0.47789489
19583	scandens	unknown	6	2009	Late	15.5	69	17.4	12.7	8.9	8.6	-1.129761975	0.35651278	0.642267834
19585	scandens	female	6	2009	Late	18.4	67	20.2	13.5	8.8	8.4	0.62514597	0.321670104	1.219351588
19586	scandens	female	6	2009	Late	20.9	68	20.4	13.8	9.1	9	1.482584746	1.203424013	0.971300745
19587	scandens	male	6	2009	Late	18.4	72	21.2	12.9	9.1	8.4	2.036229597	0.374623512	0.768919047
19588	scandens	female	6	2009	Late	19.3	70	20.8	13.5	9	8.9	1.678876084	0.946887957	0.895447922
19589	scandens	male	6	2009	Late	19.4	72	21.4	13.5	8.7	8.3	2.369573656	0.15149248	1.308298811
19590	scandens	male	6	2009	Late	21.1	70	21.6	13.3	9.1	8.7	2.506056915	0.774630691	0.842643222
19591	scandens	male	6	2009	Late	19.5	71	21.8	13.8	8.9	8.9	2.420131528	0.958022965	1.100525451
19592	scandens	male	6	2009	Late	20.9	74	21.9	13.7	9.5	9.9	3.330767957	2.330119374	0.317229804
19593	scandens	male	6	2009	Late	19	73	21	14.7	9.6	8.5	2.249989138	1.363845418	1.507662171
19594	scandens	male	6	2009	Late	18.4	72	20.8	13.1	9.1	8.8	1.82971912	0.812012605	0.684106784
19596	scandens	female	6	2009	Late	18.5	72	20.9	13.2	8.5	8.4	1.904355622	0.009641403	1.175383991
19600	scandens	unknown	6	2009	Late	22.4	76	21.7	13.9	9.8	10	3.930568922	2.708316133	0.257594313
19002	scandens	female	6	2010	Late	18.4	70	20.5	13.7	8.4	8.1	1.316913289	-0.206513905	1.636337438
19025	scandens	male	6	2010	Late	17.5	68	20	12.7	8.8	8	0.49377228	-0.28843585	0.974563758
19026	scandens	male	6	2010	Late	18.8	72	21.1	14.3	9.4	9.1	2.076637506	1.667979204	1.076465301
19028	scandens	male	6	2010	Late	18.8	70	19.9	12.5	8.9	8.6	1.099183101	0.298940493	0.532401137
19029	scandens	male	6	2010	Late	22.6	79	21.5	13.7	9.5	9.3	4.410215909	1.760394167	0.609248245
19120	scandens	unknown	6	2010	Late	20.4	70	20.5	13.6	9	8.1	1.777090929	0.216040492	1.339739192
19122	scandens	male	6	2010	Late	15.8	70	18.6	12	8.7	8.4	-0.26224241	-0.185345475	0.435628838
19125	scandens	male	6	2010	Late	18.1	72	20.1	13	8.4	9.2	1.399299139	0.636479301	0.716436855
19142	scandens	unknown	6	2010	Late	18.5	73	20.4	13.2	9.3	8.7	1.825179012	0.896291394	0.707154907
19154	scandens	male	6	2010	Late	16.6	70	19.1	13	8.4	7.9	0.179966742	-0.597925314	1.349143476
19162	scandens	female	6	2010	Late	17.6	70	20.3	13.4	8.2	7.9	1.029586994	-0.633227586	1.649431838
