band	Species	sex	Time period	year	Early v Late	weight	wing	tarsus	bill length	bill depth	bill width	PC1 body	PC1 beak	PC2 beak
19385	fortis	male	4	2002	Early	16.3	70	18.7	10.8	9	8.3	-0.095570381	-0.400063131	-0.295734056
19386	fortis	female	4	2002	Early	12.7	64	18.3	9.8	8.5	7.9	-2.204169532	-1.44385849	-0.44900117
19388	fortis	male	4	2002	Early	16.7	69	19.7	11.3	9.1	8.8	0.333779853	0.293862017	-0.304693496
19395	fortis	male	4	2002	Early	16	67	19	10.3	9.8	8.8	-0.54659863	0.532564544	-1.135969365
19396	fortis	male	4	2002	Early	15.6	68	19.9	10.9	9.2	8.9	0.004975902	0.348895067	-0.613374114
19397	fortis	male	4	2002	Early	15.4	68	18.9	9.55	8.2	7.85	-0.557318054	-1.788971221	-0.441167223
19399	fortis	unknown	4	2002	Early	17.2	69	18.6	11.3	9.3	9.3	-0.119079549	0.91907987	-0.628597162
19603	fortis	male	4	2002	Early	17.1	68.5	19.8	11.8	10.7	9.5	0.387962257	2.30604692	-1.015154659
19607	fortis	unknown	4	2002	Early	14.6	67	19	10.1	8.6	8.4	-0.868722978	-0.80750563	-0.567827307
19631	fortis	male	4	2002	Early	16.7	69	20.4	11.9	9.3	8.5	0.695173188	0.332163123	0.090360852
19633	fortis	male	4	2002	Early	19.75	72	20.85	12.4	9.95	9.35	2.166152837	1.772156804	-0.310468834
19635	fortis	unknown	4	2002	Early	12.2	63	16.7	9.3	7.7	7.5	-3.324217338	-2.569393402	-0.20676909
19637	fortis	male	4	2002	Early	15.4	66	20.3	10.3	8.6	8	-0.192454358	-1.129750147	-0.263281649
19657	fortis	male	4	2002	Early	16	66	20	10.6	8.8	7.9	-0.209283924	-0.98789907	-0.130366828
19658	fortis	male	4	2002	Early	14.6	66.5	19.025	10	8.82	8.35	-0.945296817	-0.718277342	-0.687036248
19661	fortis	male	4	2002	Early	16.7	71	19.93	11.05	9.93	9.17	0.810446351	1.197581617	-0.956408014
19663	fortis	male	4	2002	Early	16	67	18.9	10.3	8.3	8.3	-0.598226249	-1.070557814	-0.28845842
19668	fortis	male	4	2002	Early	16.7	68	19.8	12	9.6	9.3	0.206445985	1.346253147	-0.364896169
19673	fortis	male	4	2002	Early	16.1	69	18.5	11.2	9.3	8.7	-0.42380487	0.320568519	-0.39151207
19675	fortis	unknown	4	2002	Early	13.9	66	18.4	9.6	8	7.8	-1.518512355	-1.972502096	-0.308810713
19676	fortis	male	4	2002	Early	16.2	70	19.5	11.2	9.3	8.7	0.294441691	0.320568519	-0.39151207
19677	fortis	unknown	4	2002	Early	15.2	67	19.2	9.9	8.7	8.3	-0.627414448	-0.884808695	-0.669301747
19680	fortis	male	4	2002	Early	18.5	72	20.85	11.65	9.95	9.6	1.878541812	1.793646229	-0.8441433
19683	fortis	male	4	2002	Early	18.5	71	19.1	12.7	10.9	10.1	0.796096988	3.285294267	-0.893327926
19687	fortis	unknown	4	2002	Early	14.3	64	17.9	9.8	8.4	8	-2.042537897	-1.424127713	-0.457393427
19689	fortis	male	4	2002	Early	15.9	67	19	10	8.2	8	-0.569607512	-1.517002272	-0.266971764
19695	fortis	male	4	2002	Early	14.8	66	18.8	9.5	8.6	8.1	-1.10492194	-1.265085096	-0.75141818
19697	fortis	male	4	2002	Early	15.1	67	19	11.4	9	8.6	-0.753678568	0.057516335	-0.112143184
17868	fortis	unknown	5	2003	Early	14.8	65	18.4	9.8	8.1	8	-1.490393904	-1.649797983	-0.336560978
18974	fortis	female	5	2003	Early	12.1	64	17.6	9.3	8.1	7.4	-2.703616159	-2.363453909	-0.319209282
19006	fortis	male	5	2003	Early	17.6	70	20.2	12.3	9.8	9.3	0.977959375	1.583058425	-0.280651088
19007	fortis	unknown	5	2003	Early	18.3	66	19.9	11.5	9.5	9	0.268292743	0.842236401	-0.45327621
19010	fortis	male	5	2003	Early	16.2	70	19.1	11.3	9.4	8.9	0.087931214	0.614486489	-0.474195685
19013	fortis	male	5	2003	Early	18	70	19.1	11	10.2	9.3	0.502091091	1.50973225	-1.155894555
19016	fortis	unknown	5	2003	Early	12.1	65	18.5	10.2	8.4	8.5	-2.060006099	-0.834212132	-0.481008732
19033	fortis	unknown	5	2003	Early	17.5	69	20	12.1	9.9	9.6	0.672733767	1.885572164	-0.576804489
19035	fortis	unknown	5	2003	Early	12.8	65	20	11.3	8.8	8.2	-1.124529636	-0.50153346	0.108157394
19036	fortis	unknown	5	2003	Early	18.4	64	18.5	10.9	8.7	8.5	-0.789408019	-0.407038855	-0.217307739
19037	fortis	unknown	5	2003	Early	15.9	66	19.8	11.9	9.4	9.7	-0.335548045	1.546836961	-0.533953512
19038	fortis	female	5	2003	Early	12.7	65.5	18.25	9.9	7.9	7.65	-1.961541112	-2.10379839	-0.030728573
19050	fortis	unknown	5	2003	Early	17.7	68	19.4	10.6	9.3	9	0.230024328	0.43271426	-0.867121384
19063	fortis	unknown	5	2003	Early	15.1	67	20	11.9	9.6	8.6	-0.237402375	0.652787595	-0.079141337
19065	fortis	unknown	5	2003	Early	14	65	19	11.6	8.6	8.6	-1.364699244	-0.185805071	0.158833446
19066	fortis	male	5	2003	Early	20.3	69.5	20	11.3	9.6	9.05	1.406463207	0.907364638	-0.627755261
19067	fortis	male	5	2003	Early	16.8	67	19.4	10.7	9.4	8.6	-0.156017097	0.156907023	-0.657786557
19069	fortis	unknown	5	2003	Early	13.6	64	18.9	11.2	9.2	8.6	-1.687323879	0.150390895	-0.302564847
19070	fortis	unknown	5	2003	Early	15.2	65	19.5	10	8.6	8.3	-0.830454564	-0.931245975	-0.574090916
19073	fortis	male	5	2003	Early	17.5	69	18.1	10.7	9.7	9	-0.308190999	0.762394098	-0.973297967
19075	fortis	female	5	2003	Early	12.3	66	17.6	9	7.9	7.4	-2.299675421	-2.600259187	-0.403454363
19076	fortis	male	5	2003	Early	15.2	70	20.6	11.8	10	9.1	0.632256683	1.399666151	-0.538533318
19077	fortis	male	5	2003	Early	14	68	19	9.7	8.3	8.1	-0.827814783	-1.433183079	-0.520719033
19080	fortis	male	5	2003	Early	16.4	70	19.5	11.4	9	9	0.340459455	0.43733314	-0.306822144
19085	fortis	female	5	2003	Early	14.8	64	18.9	10.4	8.7	7.8	-1.411217294	-1.215648982	-0.151286302
19088	fortis	male	5	2003	Early	15.6	70	19	10.7	9.3	8.9	-0.101749697	0.366546203	-0.763518295
19111	fortis	male	5	2003	Early	14.2	67	19.4	11	9.2	9.3	-0.754248029	0.757498015	-0.753119726
19115	fortis	unknown	5	2003	Early	14.3	66	19	10.1	8.2	8.1	-1.116711111	-1.393261927	-0.260708155
19117	fortis	female	5	2003	Early	12.1	65	17.9	9.5	7.7	7.9	-2.369771815	-2.132004309	-0.291581353
19119	fortis	male	5	2003	Early	15.4	70	19.9	11.2	9.8	9	0.316881112	0.98154824	-0.738908705
19188	fortis	male	5	2003	Early	15.6	72	19.4	10.9	9.2	8.8	0.462683754	0.253940866	-0.564704374
19310	fortis	unknown	5	2003	Early	13.8	65	18.6	10.9	9.7	9.3	-1.617227485	1.104828989	-1.009440489
19311	fortis	male	5	2003	Early	16.6	68	19.5	10.8	9.6	8.8	0.028554245	0.526048416	-0.780747654
19315	fortis	unknown	5	2003	Early	14.2	68	18.2	11.1	9	8	-1.194817974	-0.598567303	0.015075211
19317	fortis	male	5	2003	Early	18.7	71	21.1	11.9	10.5	9.5	1.874667137	2.184386217	-0.879666344
19319	fortis	unknown	5	2003	Early	11.9	64	16.9	9.1	7.8	7.9	-3.111027258	-2.171925461	-0.551592231
19605	fortis	unknown	5	2003	Early	14.4	68	20	10.1	8.9	8.3	-0.219503062	-0.676789561	-0.639990015
19610	fortis	unknown	5	2003	Early	13.5	66	19	10.8	8.9	8.9	-1.300782167	0.094438653	-0.547475014
19611	fortis	unknown	5	2003	Early	15.5	69	20.1	11.4	10.2	9.1	0.264183746	1.434968423	-0.838821679
19615	fortis	male	5	2003	Early	13.2	68	19.6	9.2	8.1	8.1	-0.702120124	-1.727560644	-0.714830812
19617	fortis	male	5	2003	Early	16.4	70	20	11.3	9.3	8.5	0.598597552	0.159446261	-0.239239241
19618	fortis	male	5	2003	Early	16.3	71	19.2	11.8	10.4	10	0.341529203	2.555147655	-1.137670911
19659	fortis	unknown	5	2003	Early	17	66	19.6	11	10.6	9	-0.185705581	1.52576334	-1.170995266
19665	fortis	male	5	2003	Early	17.05	71.5	19.05	11.3	9.55	9	0.526135132	0.822275825	-0.583281649
18143	fortis	male	5	2004	Early	14.9	66	18.6	10.8	9	8.7	-1.185168296	-0.020246326	-0.490413017
19089	fortis	female	5	2004	Early	16.1	64	18.9	10.2	8.7	8.3	-1.112101828	-0.798450264	-0.504501701
19095	fortis	female	5	2004	Early	19.3	70	19.1	10.9	9.5	9.7	0.801206557	1.334198947	-1.123564484
19098	fortis	female	5	2004	Early	15.1	64	18.8	10.8	8.9	8.6	-1.393818268	-0.190423951	-0.401465794
19099	fortis	male	5	2004	Early	14.5	69	19.6	11	9.4	8.7	-0.224043171	0.338219655	-0.541656251
19100	fortis	female	5	2004	Early	15	62	18.4	10	7.5	7.1	-1.981260601	-2.898154047	0.452998278
19703	fortis	female	5	2004	Early	14.1	64	18.6	10.6	8.7	8.3	-1.727162326	-0.683305689	-0.284768305
19709	fortis	male	5	2004	Early	16.8	70	19.9	12.2	10.9	10	0.639005461	3.046409348	-1.11932493
19711	fortis	male	5	2004	Early	16	67	18.2	10.1	8.2	8	-0.959619584	-1.488216128	-0.212038415
19716	fortis	male	5	2004	Early	16.7	69	18.4	10.9	8.9	8.1	-0.337379198	-0.636408813	-0.103183744
19733	fortis	female	5	2004	Early	11.6	64	18.8	9.7	7.1	7.6	-2.199129138	-2.810635166	0.205959462
19735	fortis	male	5	2004	Early	14.6	70	18.6	10.2	9.2	8.2	-0.538348994	-0.517287348	-0.657219375
19758	fortis	male	5	2004	Early	15.35	69	19	10.4	8.35	8.25	-0.338233389	-1.051637059	-0.229328943
19761	fortis	male	5	2004	Early	20.1	69	20.2	12.5	10.7	9.5	1.374219938	2.507549926	-0.630621217
19770	fortis	male	5	2004	Early	16.2	70	18.6	11.5	8.9	8.5	-0.170206882	-0.083875146	0.031737388
19776	fortis	female	5	2004	Early	16.4	69	18	11.1	9.7	9.4	-0.612916321	1.257355478	-0.948243532
19777	fortis	male	5	2004	Early	19.3	74	20.3	12	10.7	10.2	2.136583936	3.028298616	-1.245976142
19779	fortis	female	5	2004	Early	17.3	68	19.3	10.7	8.7	8.5	0.086361181	-0.464611143	-0.327174437
19785	fortis	male	5	2004	Early	14.4	70	19.2	10.7	8.6	8.2	-0.274601043	-0.82469717	-0.140887733
19786	fortis	female	5	2004	Early	17.5	69	19.5	11	9.4	8.8	0.414595671	0.433173856	-0.590325991
19787	fortis	male	5	2004	Early	15.2	67	20.5	10.8	9.2	9	0.043744603	0.415063124	-0.716977203
19788	fortis	male	5	2004	Early	20.5	69	20.5	12	10	9.5	1.621138324	1.837055243	-0.623345581
19793	fortis	male	5	2004	Early	16.4	70	19.4	10.8	9	9.2	0.288831836	0.45452468	-0.733761718
17840	fortis	male	5	2006	Late	13.9	66	18	10	8.3	8.3	-1.725022832	-1.156916245	-0.453258467
19201	fortis	unknown	5	2006	Late	13.7	63	18.3	9.1	7.4	7.5	-2.153042199	-2.852635959	-0.195803339
19203	fortis	male	5	2006	Late	16.4	67	19.9	11.9	10	9.3	0.010085472	1.618360697	-0.580939449
19205	fortis	unknown	5	2006	Late	13.7	64	18.8	9	7.9	7.3	-1.715942616	-2.695213388	-0.354784622
19206	fortis	unknown	5	2006	Late	14.2	67	19	9.9	8.4	8.2	-0.960758506	-1.205433167	-0.499799558
19207	fortis	unknown	5	2006	Late	15.6	66	18.9	11	8.8	8.5	-0.869223264	-0.303029288	-0.202651873
19208	fortis	unknown	5	2006	Late	15.7	68	18.7	10	8.9	8.7	-0.591546647	-0.3257589	-0.889602325
19209	fortis	unknown	5	2006	Late	14.6	65	18.3	9.4	7.9	7.8	-1.588039287	-2.105297807	-0.378399928
19211	fortis	unknown	5	2006	Late	14.7	67	18.7	10.3	9.4	8.8	-1.000596954	0.23167085	-0.974859433
19213	fortis	unknown	5	2006	Late	15.4	66	19	10	9.1	8.7	-0.863613409	-0.175312053	-0.970157291
19216	fortis	unknown	5	2006	Late	16.9	70	20.5	11.1	9.5	9.4	0.971780058	1.106908631	-0.867688566
19217	fortis	female	5	2006	Late	15.4	64	19.4	11.3	9.6	8.9	-1.015025906	0.764933336	-0.55475065
19220	fortis	unknown	5	2006	Late	14.7	69	19.1	10.2	8.8	8.6	-0.436163503	-0.438364237	-0.690788404
19221	fortis	unknown	5	2006	Late	14.7	70	19.7	10.6	8.8	8.4	0.0525637	-0.513128064	-0.373715528
19222	fortis	unknown	5	2006	Late	15.4	67	20.1	9.8	8	7.7	-0.11674811	-2.00988401	-0.150274275
19223	fortis	unknown	5	2006	Late	12.8	66	18.2	10	8.5	8	-1.874865296	-1.291332002	-0.387804212
19225	fortis	unknown	5	2006	Late	15.8	67	19.1	11	8.6	8.8	-0.540988775	-0.168613531	-0.268106128
19226	fortis	female	5	2006	Late	12.7	64	18.2	9.7	7.5	7.8	-2.255797152	-2.31983307	-0.05248995
19227	fortis	unknown	5	2006	Late	14.2	65	19	9.9	8.2	8.1	-1.31868148	-1.450834215	-0.370574853
19230	fortis	unknown	5	2006	Late	17.6	66	19.8	10.7	8.8	8.3	0.055602949	-0.579296122	-0.270112439
19231	fortis	male	5	2006	Late	17.1	68	20.3	11.6	9.2	8.8	0.55661961	0.455443872	-0.180170932
19796	fortis	male	5	2006	Late	14.6	64	17.1	9.1	7.8	7.8	-2.386532205	-2.266879662	-0.502922491
19801	fortis	male	5	2006	Late	14.2	65	17.6	10	8.9	8.5	-2.04146815	-0.515667302	-0.792262845
19803	fortis	male	5	2006	Late	15.9	67	18.9	10.5	8.9	8.4	-0.621235131	-0.466690784	-0.46892636
19805	fortis	unknown	5	2006	Late	14.7	66	19.6	9.8	8.9	7.9	-0.714909868	-1.142964796	-0.610111101
19807	fortis	male	5	2006	Late	15.6	67	19.5	10.1	8.7	8.6	-0.380496062	-0.542373804	-0.70544427
19808	fortis	unknown	5	2006	Late	13.2	64	18.2	9.8	8	8	-2.140752742	-1.725021406	-0.296283495
19810	fortis	unknown	5	2006	Late	13.4	64	18.2	9.8	8.2	8.2	-2.094734978	-1.384666157	-0.474177942
19811	fortis	male	5	2006	Late	14.8	65	18.1	9.9	8.5	8.2	-1.645276762	-1.130209743	-0.540077041
19813	fortis	unknown	5	2006	Late	14.8	67	18.8	9.9	8.9	8.8	-0.925960453	-0.259590842	-0.993205414
19815	fortis	unknown	5	2006	Late	15.9	67	18.7	10.1	9	8.6	-0.72449037	-0.316703533	-0.826276719
19816	fortis	male	5	2006	Late	14.2	67	19.7	9.8	8.2	7.7	-0.599365171	-1.859437163	-0.230829241
19818	fortis	unknown	5	2006	Late	15.1	66	19.4	9.9	8.9	8.9	-0.726129578	-0.164636641	-1.041875154
19819	fortis	unknown	5	2006	Late	13.6	61	18.2	9	7.9	7.7	-2.585601675	-2.315396583	-0.549463583
19831	fortis	unknown	5	2006	Late	13.3	66	18.4	9.7	8.4	7.9	-1.656565647	-1.547868058	-0.463657036
19833	fortis	male	5	2006	Late	14	67	19	9.8	8.4	8.1	-1.00677627	-1.329173511	-0.506063167
19835	fortis	male	5	2006	Late	14.5	66	19.3	10.1	8.5	8.3	-0.915810489	-0.977683254	-0.478880084
19836	fortis	unknown	5	2006	Late	13.2	63	18.3	9.7	8.2	8	-2.268086609	-1.603360703	-0.43177181
19837	fortis	unknown	5	2006	Late	13.7	64	18.1	10	8.3	8	-2.077335951	-1.441778849	-0.307249246
19838	fortis	female	5	2006	Late	16.6	65	19.6	12	9.3	8.6	-0.456702596	0.455903468	0.096624461
19850	fortis	unknown	5	2006	Late	16.3	68	18.8	11.9	8.8	8.4	-0.401865736	-0.138908195	0.340418007
19858	fortis	unknown	5	2006	Late	13.5	63	18.2	10.1	8.5	7.8	-2.250687583	-1.45245426	-0.235531383
19859	fortis	unknown	5	2006	Late	14	64	18.7	10.1	8.2	8.1	-1.698543589	-1.393261927	-0.260708155
19861	fortis	unknown	5	2006	Late	14.8	68	19.6	10.7	9.5	8.9	-0.333978012	0.51699305	-0.844073261
19865	fortis	unknown	5	2006	Late	14.5	65	19.2	10.7	8.9	8.5	-1.146399596	-0.314164296	-0.407729403
19866	fortis	unknown	5	2006	Late	12.7	63	18.3	9.9	7.8	7.3	-2.383131019	-2.511361518	0.179893
19867	fortis	unknown	5	2006	Late	13.8	65	19	10.2	8.6	8.5	-1.410717008	-0.683765285	-0.561563698
19870	fortis	unknown	5	2006	Late	14.3	64	19.5	9.7	8.3	7.8	-1.216495989	-1.718045682	-0.374709813
19871	fortis	male	5	2006	Late	15.5	67	19.1	10.9	9.1	9	-0.610015421	0.368625845	-0.621766371
19873	fortis	unknown	5	2006	Late	16	67	18.9	10	8.7	8.4	-0.598226249	-0.76106835	-0.663038139
19875	fortis	unknown	5	2006	Late	14.3	66	18.6	10.3	7.9	7.9	-1.323221588	-1.751268312	0.067330472
19876	fortis	unknown	5	2006	Late	14.9	66	18.9	10.5	8.6	8.2	-1.030285438	-0.882269457	-0.250754431
19878	fortis	male	5	2006	Late	13.2	66	18.6	10.1	7.7	7.7	-1.576319291	-2.149195849	0.13535822
19880	fortis	unknown	5	2006	Late	13.3	65	18.5	9.9	7.9	7.9	-1.783899515	-1.866412887	-0.152402924
19881	fortis	unknown	5	2006	Late	13.7	65	18.7	9.4	7.8	7.8	-1.588608748	-2.180521231	-0.338122445
19886	fortis	male	5	2006	Late	14.7	66	18.7	10.2	9	8.4	-1.179558441	-0.477825792	-0.67400389
19887	fortis	unknown	5	2006	Late	15.1	67	18.2	10.1	8.7	8.8	-1.166699522	-0.352465402	-0.80278375
19888	fortis	male	5	2006	Late	15.2	65	19.4	11.1	9.6	8.8	-0.882082183	0.612406847	-0.615947608
19889	fortis	female	5	2006	Late	14.5	64	19	10	8.4	8.1	-1.428616321	-1.271601224	-0.396196469
19890	fortis	unknown	5	2006	Late	16.1	70	19.4	11.1	9	9	0.21980519	0.350974709	-0.471622191
19891	fortis	unknown	5	2006	Late	14.6	69	19.1	10	8.1	7.9	-0.459172385	-1.687179897	-0.178024541
19893	fortis	unknown	5	2006	Late	14.4	65	19.5	11	9.3	8.6	-1.01452562	0.168042031	-0.452709028
19895	fortis	unknown	5	2006	Late	14.2	66	18.8	10	8.6	8.1	-1.242975232	-1.121154377	-0.476751435
19903	fortis	unknown	5	2006	Late	14.7	65	18.7	9.9	7.8	7.9	-1.358519928	-1.941636311	-0.112125441
19905	fortis	unknown	5	2006	Late	17.6	71	20.3	12.2	8.9	8.2	1.208548481	-0.167234743	0.562280051
19906	fortis	unknown	5	2006	Late	14.1	69	18.3	9.2	8.3	7.8	-0.987237749	-1.861976401	-0.649376557
19909	fortis	unknown	5	2006	Late	13.2	64	18.7	10.2	8.5	8.5	-1.882614645	-0.758988708	-0.521286215
19911	fortis	male	5	2006	Late	17.5	67	19.2	10.9	8.4	8.2	-0.098210161	-0.917571729	0.04953393
19913	fortis	unknown	5	2006	Late	15.4	65	18.6	10.8	8.8	9	-1.249085373	0.114169431	-0.555867271
19915	fortis	unknown	5	2006	Late	13	66	18.4	9.6	8.3	7.9	-1.725592293	-1.651877625	-0.478312902
19919	fortis	unknown	5	2006	Late	16.8	70	19.9	11.8	9.4	8.8	0.639005461	0.663463006	-0.1508592
19931	fortis	unknown	5	2006	Late	14.9	67	19.3	10.1	9.1	8.5	-0.644813474	-0.336434311	-0.817884462
19938	fortis	unknown	5	2006	Late	14.6	65	18	10.8	9.3	8.3	-1.742922145	-0.17439286	-0.416566505
19957	fortis	male	5	2006	Late	14	65	19.5	10	9	8.4	-1.106561148	-0.53539808	-0.783870587
19958	fortis	unknown	5	2006	Late	14.4	65	17.9	10	9.1	8.3	-1.840567528	-0.555128857	-0.77547833
19960	fortis	male	5	2006	Late	14.4	65	17.9	10.2	8.4	8	-1.840567528	-1.308983138	-0.237660032
19961	fortis	unknown	5	2006	Late	16.9	66	19.1	11.6	9.9	8.9	-0.46685256	1.076962037	-0.510783052
19969	fortis	male	5	2006	Late	14.7	68	19.8	10	8.5	8.1	-0.253731655	-1.1963778	-0.436473952
19970	fortis	unknown	5	2006	Late	19.1	71	20.9	12.2	9.1	8.9	1.863447427	0.647891512	0.141036904
19972	fortis	unknown	5	2006	Late	13.3	64	19	10	8.9	8.6	-1.704722905	-0.420713101	-0.840932585
19973	fortis	unknown	5	2006	Late	14.2	67	18.4	10.2	8.4	8.4	-1.270524222	-0.929166333	-0.432338992
19976	fortis	unknown	5	2006	Late	17	69	20.1	11.6	9.2	8.8	0.609316976	0.455443872	-0.180170932
19978	fortis	unknown	5	2006	Late	17.7	68	18.8	12.3	10.6	9.7	-0.079741387	2.564662617	-0.797549912
19980	fortis	male	5	2006	Late	14.7	66	18.1	9.9	8.2	8.1	-1.489324157	-1.450834215	-0.370574853
19981	fortis	unknown	5	2006	Late	14.9	65	18.9	10.1	8.6	8.1	-1.209246925	-1.092368233	-0.421818086
19986	fortis	male	5	2006	Late	14.8	68	18.3	9.2	7.5	7.2	-1.005137062	-3.033488996	-0.035138253
19987	fortis	male	5	2006	Late	14.7	66	18	9.3	8.4	7.9	-1.540951776	-1.663012633	-0.683390431
19988	fortis	unknown	5	2006	Late	16.6	66	19.6	10.8	8.7	8.4	-0.277741109	-0.5307792	-0.223571348
19991	fortis	female	5	2006	Late	15.8	65	18.5	10	7.7	7.5	-1.208677464	-2.367890395	0.177764352
19993	fortis	male	5	2006	Late	18.9	69	20	11.5	9.25	9.4	0.994858115	1.033994647	-0.547261463
19995	fortis	unknown	5	2006	Late	13.7	65	18.1	9.6	7.7	8	-1.898374464	-2.008263964	-0.285317744
19996	fortis	unknown	5	2006	Late	16	67	19.7	11	9.1	9.4	-0.185205295	0.777228793	-0.761511983
19997	fortis	unknown	5	2006	Late	13.7	63	18.2	9.5	7.9	7.7	-2.204669819	-2.171465865	-0.274796839
19998	fortis	female	5	2006	Late	14.5	63	18.1	10	9	8.4	-2.072226382	-0.53539808	-0.783870587
19999	fortis	unknown	5	2006	Late	13.6	66	18.8	10.4	8.2	7.5	-1.381028524	-1.876628703	0.196110333
19004	fortis	unknown	6	2008	Late	18	63	18	10	8.2	8.1	-1.31854313	-1.422048071	-0.315641504
19012	fortis	male	6	2008	Late	16.2	68	19	9.8	8.3	8.3	-0.321619379	-1.214488533	-0.563125165
19021	fortis	unknown	6	2008	Late	14.5	63	17.7	10	8.4	8.4	-2.278736859	-0.98673862	-0.54220569
19034	fortis	male	6	2008	Late	15.9	65	19	10.5	8.7	8.6	-0.927530486	-0.427229229	-0.485710875
19074	fortis	unknown	6	2008	Late	14.2	63	18.4	9.7	7.6	7.3	-1.98637017	-2.719380652	0.150581268
19224	fortis	male	6	2008	Late	13	65	17.9	9.7	8.1	7.5	-2.162691876	-2.153355133	-0.148145627
19242	fortis	unknown	6	2008	Late	12.2	63	18.8	9.3	8	7.9	-2.240037333	-1.963906326	-0.5222805
19245	fortis	unknown	6	2008	Late	17.3	64	19.5	10.9	9	8.8	-0.526229528	0.103494019	-0.484149408
19246	fortis	unknown	6	2008	Late	14	65	19.5	10.2	9.6	8.7	-1.106561148	0.258377352	-1.061678007
19252	fortis	male	6	2008	Late	14.4	64	18.2	10.1	8.4	8.3	-1.864646157	-1.052906678	-0.438602601
19254	fortis	unknown	6	2008	Late	13.4	67	18.5	10	8.6	8.8	-1.402967659	-0.456474969	-0.817439616
19257	fortis	unknown	6	2008	Late	13.8	62	18.3	9.9	8.9	8.1	-2.308994804	-0.92427025	-0.652517233
19259	fortis	male	6	2008	Late	18.1	63	18.5	9.8	8	7.8	-1.037396152	-1.914929809	-0.198944015
19261	fortis	unknown	6	2008	Late	15.3	66	19.4	10.9	9	8.7	-0.680111814	0.008539818	-0.435479668
19262	fortis	unknown	6	2008	Late	13.6	64	17.8	10.1	9	8.4	-2.255227691	-0.506611936	-0.728937238
19263	fortis	unknown	6	2008	Late	13.9	63	18.4	10	7.9	7.6	-2.055396816	-2.122489347	0.048539646
19264	fortis	female	6	2008	Late	17.6	72	20	12.4	9.3	9	1.23262711	0.950864848	0.121678896
19265	fortis	male	6	2008	Late	15.6	65	19	10.7	8.9	8.7	-0.996557132	-0.124255893	-0.505068883
19266	fortis	female	6	2008	Late	13.8	63	18.7	9.3	8.5	7.8	-1.92352284	-1.68274341	-0.674998174
19271	fortis	male	6	2008	Late	17.2	69	17.6	10.5	8.6	8.8	-0.635355742	-0.31254425	-0.542772872
19272	fortis	unknown	6	2008	Late	18.6	68	19	11.1	9	8.5	0.230593789	-0.123796297	-0.22827349
19274	fortis	female	6	2008	Late	15.7	61	18.2	10	8.3	8.3	-2.102415152	-1.156916245	-0.453258467
19275	fortis	unknown	6	2008	Late	16.6	64	18.6	10	8.2	7.8	-1.151940276	-1.706910674	-0.169632283
19279	fortis	unknown	6	2008	Late	11.4	63	16.8	9.8	8	7.4	-3.456660775	-2.294746614	-0.004265055
19280	fortis	female	6	2008	Late	16	62	17.7	10	8.9	8.3	-2.112565116	-0.705575704	-0.694923364
19282	fortis	unknown	6	2008	Late	15.1	64	18.3	9.9	8.6	8.5	-1.651956364	-0.770123716	-0.726363745
19286	fortis	unknown	6	2008	Late	15	65	18	9.1	7.2	7	-1.650886617	-3.477853812	0.128100327
19291	fortis	unknown	6	2008	Late	15.1	67	18.8	10.2	9.1	8.6	-0.856933807	-0.212693966	-0.811620853
19292	fortis	unknown	6	2008	Late	15.7	65	19	10.3	9	9	-0.97354825	0.120685559	-0.911088982
19294	fortis	unknown	6	2008	Late	14.8	63	18.1	9.9	8.2	7.8	-2.003199736	-1.735696818	-0.224565632
19300	fortis	unknown	6	2008	Late	17.7	64	19	10.6	8.7	8.9	-0.692332097	-0.113580482	-0.576786746
19328	fortis	male	6	2009	Late	12	62	17.5	9.5	7.7	7.9	-3.136175635	-2.132004309	-0.291581353
19329	fortis	female	6	2009	Late	14.1	64	18.8	10	7.4	7.5	-1.623907088	-2.593560666	0.2985968
19341	fortis	female	6	2009	Late	14.4	67	19.6	9.6	8.2	7.7	-0.604975027	-1.917009451	-0.340695939
19342	fortis	female	6	2009	Late	11.8	61	16	8.9	7	7	-4.135569175	-3.685872947	0.098788595
19344	fortis	female	6	2009	Late	15.4	68	18.6	9.8	8	8.3	-0.712200912	-1.440158803	-0.442292716
19345	fortis	female	6	2009	Late	14.2	65	18.5	9.8	7.5	7.7	-1.576819577	-2.386001127	0.051113139
19346	fortis	male	6	2009	Late	16.4	66	19.6	10.5	8.6	8.5	-0.323758873	-0.597406854	-0.396763652
19347	fortis	male	6	2009	Late	16	67	19.4	10.2	8.6	8.5	-0.340088153	-0.683765285	-0.561563698
19348	fortis	male	6	2009	Late	16.3	69	18.4	10	8.8	9	-0.429414726	-0.116119719	-0.995334062
19349	fortis	male	6	2009	Late	15.2	69	18.2	11.2	8.3	8.4	-0.785767666	-0.716528319	0.157271979
19421	fortis	male	6	2009	Late	15.7	63	19	9.8	8.4	7.9	-1.331471224	-1.519081914	-0.408723687
19422	fortis	male	6	2009	Late	17	68	21.6	11.3	10.2	9.7	1.204769778	1.975907486	-1.185773469
19423	fortis	female	6	2009	Late	16.6	70	20.5	12	9.1	8.4	0.902753412	0.115548219	0.274518907
19427	fortis	male	6	2009	Late	14.7	69	19.5	11	8.4	8.3	-0.229653026	-0.793831384	0.055797539
19431	fortis	female	6	2009	Late	13.3	66	18.7	9.9	8.1	7.9	-1.501682789	-1.71596604	-0.232957889
